Voter,Question,Hebrew,Russian,Japanese,Thai,Chinese,Tamil,Latin,Hindi
85,lje1kpehfxsqxg6/3,1,1,0,0,0,1,0,1
86,lje1kpehfxsqxg6/3,0,0,1,1,1,0,0,0
87,lje1kpehfxsqxg6/3,1,0,0,0,0,1,0,1
88,lje1kpehfxsqxg6/3,1,0,0,1,0,1,0,1
89,lje1kpehfxsqxg6/3,0,1,0,0,0,1,0,0
90,lje1kpehfxsqxg6/3,1,1,1,1,1,0,1,0
91,lje1kpehfxsqxg6/3,1,0,1,1,1,0,0,1
92,lje1kpehfxsqxg6/3,0,0,0,1,0,1,0,0
93,lje1kpehfxsqxg6/3,1,0,1,0,0,1,0,0
94,lje1kpehfxsqxg6/3,1,0,0,1,0,1,0,0
95,lje1kpehfxsqxg6/3,1,1,0,0,0,0,0,0
96,lje1kpehfxsqxg6/3,0,1,0,0,0,0,0,0
97,lje1kpehfxsqxg6/3,1,1,0,0,0,1,1,1
98,lje1kpehfxsqxg6/3,0,0,0,0,0,1,0,1
99,lje1kpehfxsqxg6/3,0,0,0,0,0,1,0,0
100,lje1kpehfxsqxg6/3,0,0,0,0,0,0,0,1
101,lje1kpehfxsqxg6/3,0,0,0,0,0,1,0,0
102,lje1kpehfxsqxg6/3,0,0,0,0,0,1,0,0
103,lje1kpehfxsqxg6/3,1,0,0,0,0,1,1,0
104,lje1kpehfxsqxg6/3,0,0,0,1,0,1,0,0
105,lje1kpehfxsqxg6/3,1,1,0,0,0,0,0,0
106,lje1kpehfxsqxg6/3,0,0,0,1,0,1,0,1
107,lje1kpehfxsqxg6/3,1,0,0,1,0,1,0,1
108,lje1kpehfxsqxg6/3,0,0,0,1,0,0,0,0
0,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
1,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
2,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
3,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
4,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
5,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
6,lgbjckfncok88u1/21,0,0,0,1,1,0,0,0
7,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
8,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
9,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
10,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
11,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
12,lgbjckfncok88u1/21,0,0,1,1,0,1,1,0
13,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
14,lgbjckfncok88u1/21,0,0,1,0,1,0,1,0
15,lgbjckfncok88u1/21,0,0,1,1,1,1,0,1
16,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
17,lgbjckfncok88u1/21,0,0,1,1,1,1,0,1
18,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
19,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
20,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
21,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
22,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
23,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
24,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
25,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
26,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
27,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
28,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
29,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
30,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
31,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
32,lgbjckfncok88u1/21,1,0,0,0,0,0,1,0
33,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
34,lgbjckfncok88u1/21,0,1,1,1,1,0,0,0
35,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
36,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
37,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
38,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
39,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
40,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
41,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
42,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
43,lgbjckfncok88u1/21,0,0,1,1,0,0,0,0
44,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
45,lgbjckfncok88u1/21,0,0,1,1,1,0,0,1
46,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
47,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
48,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
49,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
50,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
51,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
52,lgbjckfncok88u1/21,0,1,1,0,1,0,0,0
53,lgbjckfncok88u1/21,0,0,0,0,1,0,0,0
54,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
55,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
56,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
57,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
58,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
59,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
60,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
61,lgbjckfncok88u1/21,1,0,0,0,0,0,1,0
62,lgbjckfncok88u1/21,1,1,1,1,1,0,1,0
63,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
64,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
65,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
66,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
67,lgbjckfncok88u1/21,0,0,1,0,1,1,0,0
68,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
69,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
70,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
71,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
72,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
73,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
74,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
75,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
76,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
77,lgbjckfncok88u1/21,1,0,0,1,1,1,1,0
78,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
79,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
80,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
81,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
82,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
83,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
84,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
85,lgbjckfncok88u1/21,0,0,1,1,1,1,0,0
86,lgbjckfncok88u1/21,0,1,1,1,1,0,0,0
87,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
88,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
89,lgbjckfncok88u1/21,0,1,1,0,1,0,1,0
90,lgbjckfncok88u1/21,1,1,1,1,0,1,1,0
91,lgbjckfncok88u1/21,0,0,1,1,1,0,0,1
92,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
93,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
94,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
95,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
96,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
97,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
98,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
99,lgbjckfncok88u1/21,0,0,0,0,1,0,0,0
100,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
101,lgbjckfncok88u1/21,0,0,0,0,1,0,0,0
102,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
103,lgbjckfncok88u1/21,0,0,1,1,1,0,0,0
104,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
105,lgbjckfncok88u1/21,0,0,1,1,1,0,1,0
106,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
107,lgbjckfncok88u1/21,0,0,1,0,1,0,0,0
108,lgbjckfncok88u1/21,0,0,1,0,0,0,0,0
0,xzadddndcont63h/11,1,1,0,0,0,1,1,1
1,xzadddndcont63h/11,1,0,0,1,0,1,0,1
2,xzadddndcont63h/11,0,0,0,0,1,1,0,1
3,xzadddndcont63h/11,0,0,0,0,0,1,0,1
4,xzadddndcont63h/11,1,0,0,0,0,0,0,1
5,xzadddndcont63h/11,0,0,0,0,0,0,0,1
6,xzadddndcont63h/11,0,0,0,0,0,0,0,1
7,xzadddndcont63h/11,0,0,0,1,0,1,0,1
8,xzadddndcont63h/11,1,0,0,0,0,1,1,1
9,xzadddndcont63h/11,0,0,0,0,0,0,0,1
10,xzadddndcont63h/11,1,0,0,1,0,1,1,1
11,xzadddndcont63h/11,0,0,0,0,0,0,0,1
12,xzadddndcont63h/11,1,1,0,1,0,1,0,1
13,xzadddndcont63h/11,0,0,0,0,0,0,0,1
14,xzadddndcont63h/11,0,0,0,1,0,1,0,1
15,xzadddndcont63h/11,1,1,0,1,0,1,1,1
16,xzadddndcont63h/11,0,0,0,0,0,0,0,1
17,xzadddndcont63h/11,1,1,0,0,0,1,1,0
18,xzadddndcont63h/11,0,0,0,0,0,0,0,1
19,xzadddndcont63h/11,1,0,0,0,0,1,0,1
20,xzadddndcont63h/11,1,0,0,0,0,1,0,1
21,xzadddndcont63h/11,1,1,0,0,0,1,1,1
22,xzadddndcont63h/11,0,1,0,0,0,0,1,1
23,xzadddndcont63h/11,0,0,0,0,0,0,0,1
24,xzadddndcont63h/11,0,0,0,0,0,0,0,1
25,xzadddndcont63h/11,0,0,0,0,0,0,0,1
26,xzadddndcont63h/11,0,1,0,0,0,0,0,0
27,xzadddndcont63h/11,0,0,0,0,0,1,0,1
28,xzadddndcont63h/11,0,0,0,0,0,0,0,1
29,xzadddndcont63h/11,0,0,0,0,0,0,0,1
30,xzadddndcont63h/11,1,1,0,0,0,1,1,1
31,xzadddndcont63h/11,1,1,0,0,0,0,1,0
32,xzadddndcont63h/11,0,0,0,0,0,0,0,1
33,xzadddndcont63h/11,0,0,0,0,0,0,0,1
34,xzadddndcont63h/11,0,0,0,0,0,0,0,1
35,xzadddndcont63h/11,0,0,0,1,0,1,0,1
36,xzadddndcont63h/11,0,0,0,1,0,1,0,1
37,xzadddndcont63h/11,0,0,1,1,0,0,0,0
38,xzadddndcont63h/11,0,0,0,0,0,0,0,1
39,xzadddndcont63h/11,0,0,0,0,0,1,0,1
40,xzadddndcont63h/11,0,0,0,0,0,1,0,1
41,xzadddndcont63h/11,0,0,0,1,0,1,0,1
42,xzadddndcont63h/11,1,0,0,0,0,0,1,1
43,xzadddndcont63h/11,1,1,0,0,0,1,0,0
44,xzadddndcont63h/11,1,1,0,0,0,1,0,0
45,xzadddndcont63h/11,1,1,0,1,0,1,1,1
46,xzadddndcont63h/11,0,1,0,0,0,0,0,0
47,xzadddndcont63h/11,0,0,0,0,0,0,0,1
48,xzadddndcont63h/11,0,0,0,0,0,1,0,1
49,xzadddndcont63h/11,0,0,0,1,0,1,0,1
50,xzadddndcont63h/11,0,0,0,0,0,0,0,1
51,xzadddndcont63h/11,0,0,0,0,0,1,0,1
52,xzadddndcont63h/11,0,0,0,1,1,0,0,0
53,xzadddndcont63h/11,0,0,0,0,0,0,0,1
54,xzadddndcont63h/11,1,0,0,0,0,1,0,1
55,xzadddndcont63h/11,1,0,0,0,0,1,1,1
56,xzadddndcont63h/11,0,0,0,0,0,0,0,1
57,xzadddndcont63h/11,0,0,1,1,1,0,0,0
58,xzadddndcont63h/11,0,0,1,0,0,0,1,0
59,xzadddndcont63h/11,0,0,0,0,0,0,0,1
60,xzadddndcont63h/11,0,0,0,0,0,1,0,1
61,xzadddndcont63h/11,0,0,0,0,0,0,0,1
62,xzadddndcont63h/11,0,0,0,0,0,0,0,1
63,xzadddndcont63h/11,0,0,0,1,0,1,0,1
64,xzadddndcont63h/11,0,0,0,0,0,0,0,1
65,xzadddndcont63h/11,0,0,0,0,0,0,0,1
66,xzadddndcont63h/11,0,0,0,0,0,0,0,1
67,xzadddndcont63h/11,0,0,1,0,1,0,0,1
68,xzadddndcont63h/11,0,0,0,0,0,0,0,1
69,xzadddndcont63h/11,0,0,0,0,0,0,0,1
70,xzadddndcont63h/11,0,0,0,1,0,1,0,0
71,xzadddndcont63h/11,0,0,1,1,1,0,0,0
72,xzadddndcont63h/11,0,0,0,0,0,0,0,1
73,xzadddndcont63h/11,0,1,0,0,0,0,0,0
74,xzadddndcont63h/11,0,0,0,0,0,0,0,1
75,xzadddndcont63h/11,0,0,0,0,0,1,0,1
76,xzadddndcont63h/11,0,0,0,0,0,1,0,0
77,xzadddndcont63h/11,0,0,0,0,0,0,0,1
78,xzadddndcont63h/11,0,0,1,1,1,0,0,0
79,xzadddndcont63h/11,1,0,1,1,0,1,0,1
80,xzadddndcont63h/11,0,0,0,1,0,1,0,1
81,xzadddndcont63h/11,0,0,0,0,0,0,0,1
82,xzadddndcont63h/11,0,0,0,0,0,0,0,1
83,xzadddndcont63h/11,1,0,0,0,0,1,0,1
84,xzadddndcont63h/11,0,0,0,0,0,0,0,1
85,xzadddndcont63h/11,1,0,0,0,0,0,1,1
86,xzadddndcont63h/11,0,0,0,0,0,0,0,1
87,xzadddndcont63h/11,1,0,0,0,0,1,0,1
88,xzadddndcont63h/11,0,0,1,1,1,0,0,1
89,xzadddndcont63h/11,0,0,0,0,0,0,0,1
90,xzadddndcont63h/11,0,0,0,0,0,0,0,1
91,xzadddndcont63h/11,1,0,0,0,0,1,0,1
92,xzadddndcont63h/11,0,0,0,0,0,0,0,1
93,xzadddndcont63h/11,0,0,0,0,0,0,0,1
94,xzadddndcont63h/11,0,0,0,0,0,0,0,1
95,xzadddndcont63h/11,0,0,0,1,0,0,1,1
96,xzadddndcont63h/11,1,0,0,1,0,1,0,0
97,xzadddndcont63h/11,1,0,0,0,0,1,1,0
98,xzadddndcont63h/11,0,0,0,0,0,0,0,1
99,xzadddndcont63h/11,0,0,0,0,0,0,0,1
100,xzadddndcont63h/11,0,0,0,0,0,0,0,1
101,xzadddndcont63h/11,0,0,0,0,0,0,0,1
102,xzadddndcont63h/11,1,0,0,0,0,1,0,0
103,xzadddndcont63h/11,0,0,1,1,1,0,0,0
104,xzadddndcont63h/11,0,0,0,0,0,1,0,1
105,xzadddndcont63h/11,0,0,0,0,0,0,0,1
106,xzadddndcont63h/11,0,0,0,1,0,1,0,1
107,xzadddndcont63h/11,0,0,0,1,0,0,0,0
108,xzadddndcont63h/11,0,0,0,0,0,0,0,1
0,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,1
1,nm9rf5ltug85eay/8,1,0,0,1,0,1,0,1
2,nm9rf5ltug85eay/8,0,0,0,1,1,1,0,0
3,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
4,nm9rf5ltug85eay/8,1,0,0,0,0,0,1,1
5,nm9rf5ltug85eay/8,0,0,1,1,1,0,0,0
6,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
7,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
8,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,1
9,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
10,nm9rf5ltug85eay/8,1,0,0,1,0,1,1,1
11,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
12,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,1
13,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
14,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,0
15,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,1
16,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
17,nm9rf5ltug85eay/8,1,1,0,0,0,0,1,0
18,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
19,nm9rf5ltug85eay/8,1,0,0,1,0,1,0,0
20,nm9rf5ltug85eay/8,1,0,0,0,0,1,0,1
21,nm9rf5ltug85eay/8,0,0,0,0,0,1,1,1
22,nm9rf5ltug85eay/8,0,1,0,0,0,0,0,1
23,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,0
24,nm9rf5ltug85eay/8,1,1,0,0,0,0,1,0
25,nm9rf5ltug85eay/8,0,0,0,0,0,1,1,0
26,nm9rf5ltug85eay/8,0,1,0,0,0,1,0,0
27,nm9rf5ltug85eay/8,0,0,1,1,1,0,0,0
28,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
29,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
30,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,1
31,nm9rf5ltug85eay/8,0,0,0,0,0,1,1,1
32,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
33,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
34,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
35,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
36,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
37,nm9rf5ltug85eay/8,0,1,0,0,0,1,0,1
38,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
39,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
40,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,0
41,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
42,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,0
43,nm9rf5ltug85eay/8,0,1,0,0,0,1,1,0
44,nm9rf5ltug85eay/8,1,1,0,0,0,1,0,0
45,nm9rf5ltug85eay/8,1,1,0,0,0,0,1,1
46,nm9rf5ltug85eay/8,1,0,0,0,0,0,0,0
47,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
48,nm9rf5ltug85eay/8,1,0,0,0,0,0,0,1
49,nm9rf5ltug85eay/8,0,1,0,1,0,0,0,1
50,nm9rf5ltug85eay/8,0,0,0,0,0,1,1,0
51,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
52,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
53,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
54,nm9rf5ltug85eay/8,1,0,0,0,0,0,1,0
55,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,1
56,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
57,nm9rf5ltug85eay/8,1,1,0,0,0,1,1,0
58,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
59,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
60,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
61,nm9rf5ltug85eay/8,1,0,0,0,0,1,0,0
62,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
63,nm9rf5ltug85eay/8,1,0,0,1,0,1,0,1
64,nm9rf5ltug85eay/8,1,0,0,0,0,0,0,0
65,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
66,nm9rf5ltug85eay/8,1,0,0,0,0,1,0,1
67,nm9rf5ltug85eay/8,1,0,0,1,1,0,0,0
68,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
69,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
70,nm9rf5ltug85eay/8,1,0,0,0,0,1,0,0
71,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,0
72,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
73,nm9rf5ltug85eay/8,0,1,0,0,0,1,0,0
74,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,0
75,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
76,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
77,nm9rf5ltug85eay/8,1,0,0,0,0,1,0,0
78,nm9rf5ltug85eay/8,1,0,0,1,0,1,0,1
79,nm9rf5ltug85eay/8,0,0,1,1,1,0,0,0
80,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
81,nm9rf5ltug85eay/8,1,0,0,0,0,0,1,0
82,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
83,nm9rf5ltug85eay/8,0,0,0,0,0,1,1,1
84,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
85,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,1
86,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
87,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,1
88,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,1
89,nm9rf5ltug85eay/8,1,1,1,1,0,1,1,0
90,nm9rf5ltug85eay/8,1,1,0,1,0,1,0,0
91,nm9rf5ltug85eay/8,0,0,1,1,1,0,0,1
92,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,0
93,nm9rf5ltug85eay/8,0,0,0,1,0,1,1,0
94,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,0
95,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
96,nm9rf5ltug85eay/8,0,0,0,1,0,0,0,0
97,nm9rf5ltug85eay/8,1,0,0,0,0,1,1,1
98,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
99,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
100,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
101,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
102,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
103,nm9rf5ltug85eay/8,1,0,1,0,0,1,0,0
104,nm9rf5ltug85eay/8,0,0,0,1,0,1,0,1
105,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
106,nm9rf5ltug85eay/8,0,1,0,1,0,0,0,0
107,nm9rf5ltug85eay/8,1,0,0,1,0,1,0,1
108,nm9rf5ltug85eay/8,0,0,0,0,0,1,0,0
0,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
1,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
2,9omx3hyvbsi6s4z/14,0,1,0,1,1,0,0,0
3,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
4,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
5,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
6,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
7,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
8,9omx3hyvbsi6s4z/14,1,0,0,0,0,1,1,1
9,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
10,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
11,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
12,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,1
13,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
14,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
15,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,0
16,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
17,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,0
18,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
19,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,1
20,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,1
21,9omx3hyvbsi6s4z/14,1,0,0,0,0,1,1,0
22,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
23,9omx3hyvbsi6s4z/14,1,1,0,1,0,0,1,0
24,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
25,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
26,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,0
27,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
28,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
29,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
30,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,0
31,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
32,9omx3hyvbsi6s4z/14,1,1,0,0,1,0,0,0
33,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,0,0
34,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,0
35,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
36,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,1
37,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
38,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
39,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
40,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
41,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
42,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
43,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
44,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
45,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,0
46,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
47,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
48,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
49,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
50,9omx3hyvbsi6s4z/14,1,0,0,1,0,0,1,0
51,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
52,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
53,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
54,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,1
55,9omx3hyvbsi6s4z/14,1,1,0,0,0,1,1,1
56,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
57,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,1
58,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
59,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
60,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
61,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
62,9omx3hyvbsi6s4z/14,1,1,1,1,1,0,1,0
63,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
64,9omx3hyvbsi6s4z/14,0,1,1,1,0,0,0,0
65,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
66,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,0
67,9omx3hyvbsi6s4z/14,0,0,0,1,1,0,0,0
68,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,0
69,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
70,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
71,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,0
72,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
73,9omx3hyvbsi6s4z/14,0,1,0,0,0,1,0,0
74,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
75,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
76,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
77,9omx3hyvbsi6s4z/14,1,0,0,1,0,0,1,0
78,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
