Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question2,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer2,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.answer0,Answer.answer1,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.comments
single-noskip,additive,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/KE8QemE.jpg,Lion(ess),Cheetah,Cheetah,Leopard,Lion(ess),Jaguar,Cheetah,Puma,Leopard,Jaguar,Tiger,Jaguar,Tiger,Puma,Puma,Tiger,Lion(ess),Cheetah,Cheetah,Leopard,Lion(ess),Jaguar,Leopard,Puma,Cheetah,Jaguar,Tiger,Leopard,Tiger,Puma,Puma,Tiger,
single-skip,multiplicative,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,Cheetah,Jaguar,Jaguar,Puma,Lion(ess),Tiger,Leopard,Leopard,Lion(ess),Cheetah,Jaguar,Cheetah,Tiger,Puma,Tiger,Puma,Cheetah,Leopard,Leopard,Lion(ess),Lion(ess),Tiger,Leopard,Leopard,Lion(ess),Cheetah,Leopard,Cheetah,Tiger,Lion(ess),Tiger,Lion(ess),Very interesting task. I really enjoy this.
subset,none,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/2hn2Eu8.jpg,Tiger,Cheetah,Puma,Lion(ess),Leopard,Leopard,Tiger,Jaguar,Puma,Tiger,Puma,Jaguar,Jaguar,Cheetah,Lion(ess),Cheetah,Tiger,Cheetah,Jaguar|Puma|Lion(ess),Lion(ess),Leopard,Leopard,Tiger,Cheetah|Leopard,Puma,Tiger,Puma|Lion(ess),Cheetah|Leopard,Jaguar|Cheetah|Leopard,Leopard,Lion(ess),Cheetah|Leopard,
single-skip,multiplicative,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/KE8QemE.jpg,Jaguar,Leopard,Cheetah,Leopard,Lion(ess),Jaguar,Puma,Tiger,Puma,Tiger,Cheetah,Lion(ess),Jaguar,Cheetah,Puma,Tiger,Skip,Leopard,Puma,Jaguar,Lion(ess),Jaguar,Puma,Tiger,Puma,Tiger,Leopard,Lion(ess),Jaguar,Leopard,Lion(ess),Tiger,
subset,none,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/2hn2Eu8.jpg,Puma,Tiger,Tiger,Jaguar,Cheetah,Tiger,Puma,Jaguar,Puma,Leopard,Cheetah,Lion(ess),Lion(ess),Leopard,Jaguar,Cheetah,Leopard|Jaguar|Puma,Tiger,Tiger,Leopard|Jaguar|Cheetah|Puma,Leopard,Tiger,Tiger,Leopard|Jaguar|Cheetah|Puma,Jaguar|Puma,Leopard|Jaguar|Cheetah|Puma,Leopard|Jaguar|Cheetah|Puma,Leopard|Jaguar|Cheetah|Puma,Lion(ess),Leopard|Jaguar|Cheetah|Puma,Leopard|Jaguar|Cheetah|Puma,Leopard|Jaguar|Cheetah|Puma,yes it is enjoyable and nice
subset,multiplicative,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/jmWme5a.jpg,Leopard,Cheetah,Jaguar,Puma,Cheetah,Cheetah,Tiger,Puma,Lion(ess),Tiger,Leopard,Tiger,Puma,Jaguar,Jaguar,Lion(ess),Jaguar|Leopard,Cheetah,Jaguar|Leopard,Lion(ess)|Puma,Cheetah,Cheetah,Tiger,Lion(ess)|Puma,Lion(ess),Tiger,Jaguar|Leopard,Tiger,Lion(ess)|Puma,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Lion(ess),
subset,multiplicative,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/O8O3CgP.jpg,Jaguar,Puma,Tiger,Leopard,Jaguar,Lion(ess),Puma,Leopard,Cheetah,Cheetah,Lion(ess),Cheetah,Jaguar,Tiger,Tiger,Puma,Cheetah|Leopard|Jaguar,Puma,Tiger,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,Lion(ess),Puma,Cheetah|Leopard|Jaguar,Cheetah,Leopard,Lion(ess),Cheetah|Leopard,Cheetah|Leopard,Tiger,Tiger,Puma,good
single-skip,multiplicative,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/20ac1mX.jpg,Jaguar,Lion(ess),Puma,Jaguar,Cheetah,Tiger,Tiger,Lion(ess),Jaguar,Cheetah,Puma,Leopard,Tiger,Leopard,Puma,Cheetah,Jaguar,Lion(ess),Puma,Jaguar,Cheetah,Tiger,Tiger,Puma,Jaguar,Cheetah,Puma,Leopard,Cheetah,Leopard,Puma,Cheetah,
subset,multiplicative,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/4Vs97dZ.jpg,Puma,Tiger,Leopard,Leopard,Jaguar,Lion(ess),Cheetah,Puma,Tiger,Puma,Cheetah,Jaguar,Tiger,Cheetah,Jaguar,Lion(ess),Puma,Tiger,Leopard|Cheetah,Leopard|Cheetah,Jaguar,Lion(ess)|Puma,Leopard|Cheetah,Lion(ess)|Puma,Tiger,Lion(ess)|Puma,Leopard|Cheetah,Jaguar,Jaguar|Tiger,Leopard|Cheetah,Leopard|Cheetah|Jaguar,Lion(ess),
subset,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/KE8QemE.jpg,Cheetah,Jaguar,Jaguar,Leopard,Cheetah,Tiger,Jaguar,Puma,Leopard,Puma,Puma,Lion(ess),Lion(ess),Tiger,Cheetah,Tiger,Cheetah|Leopard,Leopard|Jaguar,Leopard|Jaguar,Leopard|Jaguar,Cheetah,Tiger,Leopard|Jaguar,Puma,Leopard,Puma,Puma,Lion(ess),Lion(ess),Tiger,Cheetah,Tiger,
subset,multiplicative,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/Euvz93H.jpg,Tiger,Cheetah,Leopard,Tiger,Puma,Lion(ess),Puma,Jaguar,Tiger,Jaguar,Puma,Lion(ess),Cheetah,Cheetah,Leopard,Jaguar,Tiger,Cheetah,Leopard|Jaguar,Tiger,Puma,Lion(ess),Puma,Leopard|Cheetah|Jaguar,Tiger,Leopard|Cheetah|Jaguar,Puma,Lion(ess),Leopard|Cheetah,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Leopard|Jaguar,
subset,multiplicative,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,Tiger,Jaguar,Cheetah,Jaguar,Tiger,Lion(ess),Puma,Tiger,Puma,Leopard,Puma,Leopard,Lion(ess),Cheetah,Jaguar,Cheetah,Tiger,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,Tiger,Lion(ess),Lion(ess),Puma|Jaguar|Tiger,Lion(ess)|Puma,Cheetah|Leopard|Jaguar,Lion(ess)|Puma,Cheetah|Leopard|Jaguar,Lion(ess)|Puma,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,
subset,none,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,Leopard,Jaguar,Puma,Tiger,Cheetah,Leopard,Jaguar,Tiger,Puma,Tiger,Lion(ess),Cheetah,Cheetah,Jaguar,Puma,Lion(ess),Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,Lion(ess)|Tiger|Puma|Cheetah|Jaguar|Leopard,
single-noskip,additive,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,Tiger,Tiger,Puma,Lion(ess),Jaguar,Jaguar,Tiger,Leopard,Lion(ess),Puma,Cheetah,Cheetah,Cheetah,Leopard,Jaguar,Puma,Leopard,Tiger,Lion(ess),Lion(ess),Cheetah,Cheetah,Puma,Cheetah,Jaguar,Jaguar,Cheetah,Cheetah,Cheetah,Jaguar,Cheetah,Puma,interesting and fun
subset,multiplicative,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/O8O3CgP.jpg,Leopard,Puma,Tiger,Jaguar,Jaguar,Tiger,Cheetah,Cheetah,Lion(ess),Tiger,Puma,Lion(ess),Jaguar,Cheetah,Leopard,Puma,Cheetah|Jaguar|Leopard,Jaguar|Puma|Lion(ess),Cheetah|Tiger,Cheetah|Jaguar|Leopard,Cheetah|Jaguar|Leopard,Tiger|Lion(ess),Cheetah|Jaguar|Leopard,Cheetah|Puma|Leopard,Tiger|Leopard|Lion(ess),Tiger,Cheetah|Jaguar|Puma,Lion(ess),Cheetah|Jaguar|Leopard,Cheetah|Jaguar|Leopard,Cheetah|Tiger|Jaguar|Leopard,Cheetah|Jaguar|Puma,
subset,multiplicative,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/ElAhMn9.jpg,Lion(ess),Leopard,Tiger,Lion(ess),Cheetah,Leopard,Jaguar,Cheetah,Jaguar,Puma,Tiger,Puma,Puma,Cheetah,Jaguar,Tiger,Lion(ess),Cheetah|Leopard,Tiger,Lion(ess),Cheetah,Jaguar|Leopard,Jaguar|Leopard,Cheetah,Jaguar|Leopard,Puma,Tiger,Puma,Lion(ess),Cheetah,Jaguar|Leopard,Tiger,
subset,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,Cheetah,Tiger,Puma,Jaguar,Leopard,Leopard,Lion(ess),Jaguar,Puma,Puma,Cheetah,Jaguar,Tiger,Tiger,Lion(ess),Cheetah,Jaguar|Cheetah|Leopard|Puma,Tiger,Lion(ess)|Puma,Jaguar|Cheetah|Leopard|Tiger|Puma,Jaguar|Cheetah,Jaguar|Cheetah|Leopard,Lion(ess),Jaguar|Cheetah|Leopard|Puma,Jaguar|Puma,Jaguar|Lion(ess)|Cheetah|Puma,Jaguar|Cheetah,Jaguar|Cheetah|Leopard|Tiger,Tiger,Jaguar|Leopard|Tiger,Lion(ess),Jaguar|Cheetah|Leopard,
single-skip,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/Euvz93H.jpg,Puma,Jaguar,Lion(ess),Tiger,Leopard,Puma,Tiger,Cheetah,Cheetah,Lion(ess),Puma,Tiger,Cheetah,Jaguar,Leopard,Jaguar,Puma,Leopard,Lion(ess),Tiger,Leopard,Puma,Tiger,Cheetah,Cheetah,Lion(ess),Puma,Tiger,Cheetah,Leopard,Leopard,Leopard,None.
single-skip,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,Cheetah,Lion(ess),Tiger,Tiger,Lion(ess),Puma,Cheetah,Tiger,Puma,Cheetah,Jaguar,Jaguar,Jaguar,Leopard,Puma,Leopard,Tiger,Lion(ess),Tiger,Tiger,Lion(ess),Lion(ess),Cheetah,Tiger,Lion(ess),Cheetah,Cheetah,Cheetah,Cheetah,Cheetah,Lion(ess),Cheetah,
single-noskip,additive,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/jmWme5a.jpg,Lion(ess),Tiger,Leopard,Jaguar,Cheetah,Tiger,Cheetah,Jaguar,Puma,Cheetah,Leopard,Puma,Tiger,Puma,Jaguar,Lion(ess),Lion(ess),Tiger,Jaguar,Jaguar,Leopard,Tiger,Cheetah,Jaguar,Puma,Cheetah,Jaguar,Puma,Tiger,Puma,Cheetah,Puma,
subset,none,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,Jaguar,Lion(ess),Tiger,Jaguar,Cheetah,Tiger,Cheetah,Puma,Leopard,Cheetah,Lion(ess),Tiger,Jaguar,Puma,Puma,Leopard,Leopard|Jaguar|Cheetah,Lion(ess)|Puma,Tiger|Lion(ess),Leopard|Jaguar|Cheetah,Leopard|Lion(ess)|Cheetah,Tiger|Puma,Leopard|Jaguar|Cheetah,Lion(ess)|Puma,Leopard|Jaguar|Cheetah,Leopard|Jaguar|Cheetah,Lion(ess)|Puma,Tiger|Puma,Leopard|Jaguar|Cheetah,Lion(ess)|Puma,Lion(ess)|Puma,Leopard|Jaguar|Cheetah,
single-noskip,additive,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/KE8QemE.jpg,Jaguar,Puma,Puma,Lion(ess),Cheetah,Lion(ess),Puma,Leopard,Jaguar,Cheetah,Leopard,Tiger,Jaguar,Tiger,Cheetah,Tiger,Leopard,Lion(ess),Lion(ess),Lion(ess),Cheetah,Lion(ess),Lion(ess),Leopard,Leopard,Cheetah,Leopard,Tiger,Leopard,Tiger,Cheetah,Tiger,
